,Date,Month,Team1Site,Team2Site,Team1,Team1_Win_Precentage,Final1,Open1,Close1,ML1,Team1_Conf,Team1_AP_Rank,Team1_W,Team1_L,Team1_OSRS,Team1_DSRS,Team1_SRS,Team1_ScoringOff,Team1_ScoringDef,Team1_PassingOff,Team1_PassingDef,Team1_RushingOff,Team1_RushingDef,Team1_TotalOff,Team1_TotalDef,Team2,Team2_Win_Precentage,Final2,Open2,Close2,ML2,Team2_Conf,Team2_AP_Rank,Team2_W,Team2_L,Team2_OSRS,Team2_DSRS,Team2_SRS,Team2_ScoringOff,Team2_ScoringDef,Team2_PassingOff,Team2_PassingDef,Team2_RushingOff,Team2_RushingDef,Team2_TotalOff,Team2_TotalDef,Team1_Win,Total_Open,Total_Close,Spread_Open,Spread_Close,Team1_Point_Dif,Team1Cover,Over_Under
5711,11/12/2016,11,H,V,TexasState,0.16666666666666666,14,61.5,62.0,290,Sun Belt,67.0,2.0,10.0,-9.6,-9.26,-18.86,63.0,-0.99,11.47,3.09,6.52,1.36,8.36,2.47,Idaho,0.6923076923076923,47,7.0,9.5,-350,Sun Belt,67.0,9.0,4.0,1.16,-2.35,-1.19,73.47,-11.77,12.58,3.33,7.87,0.42,9.56,2.39,0,61.5,62.0,7.0,9.5,-33,0,U
5712,11/12/2016,11,H,V,WashingtonU,0.8571428571428571,13,8.0,8.5,-330,Pac-12 ,4.0,12.0,2.0,7.59,12.39,19.98,88.28,-30.64,14.32,0.46,9.4,-0.63,11.02,0.34,USC,0.7692307692307693,26,61.5,60.0,270,Pac-12 ,3.0,10.0,3.0,7.71,9.56,17.27,82.56,-25.78,13.59,1.07,9.66,-0.26,10.98,0.91,0,61.5,60.0,-8.0,-8.5,-13,0,U
5713,11/12/2016,11,H,V,UCLA,0.3333333333333333,38,10.5,11.5,-440,Pac-12 ,67.0,4.0,8.0,-0.86,3.49,2.63,71.93,-21.05,12.64,0.63,7.08,-0.36,9.63,0.55,OregonState,0.3333333333333333,24,51.0,49.0,370,Pac-12 ,67.0,4.0,8.0,0.5,1.02,1.53,74.16,-18.2,11.67,0.73,9.55,1.19,9.97,1.4,1,51.0,49.0,-10.5,-11.5,14,1,O
5714,11/12/2016,11,H,V,FloridaAtlantic,0.25,35,3.5,4.5,-190,CUSA ,67.0,3.0,9.0,-4.18,-10.42,-14.6,69.14,-4.45,11.67,4.35,9.04,1.22,9.67,2.81,UTEP,0.3333333333333333,31,56.0,54.5,170,CUSA ,67.0,4.0,8.0,-6.45,-6.88,-13.33,67.46,-8.17,11.18,2.43,9.41,1.27,9.81,2.2,1,56.0,54.5,-3.5,-4.5,4,0,O
5715,11/12/2016,11,H,V,Hawaii,0.5,16,63.5,63.0,1000,MWC ,67.0,7.0,7.0,-1.79,-4.65,-6.44,70.46,-7.94,12.28,2.68,8.8,1.05,9.96,2.23,BoiseState,0.7692307692307693,52,18.0,21.5,-2000,MWC ,67.0,10.0,3.0,2.87,5.14,8.01,76.66,-22.18,14.42,0.97,8.65,-0.05,10.73,1.09,0,63.5,63.0,18.0,21.5,-36,0,O
5716,11/12/2016,11,H,V,Marshall,0.25,42,64.5,60.0,260,CUSA ,67.0,3.0,9.0,-9.24,-4.36,-13.59,67.37,-11.84,11.45,2.96,7.5,0.55,9.04,2.0,MiddleTennSt,0.6153846153846154,17,13.0,7.5,-310,CUSA ,67.0,8.0,5.0,6.22,-11.74,-5.53,81.06,-7.31,12.32,1.83,10.1,0.51,10.82,1.48,1,64.5,60.0,13.0,7.5,25,1,U
5717,11/12/2016,11,H,V,Texas,0.4166666666666667,20,1.0,66.0,-105,Big 12,67.0,5.0,7.0,3.16,-1.41,1.75,77.22,-18.59,12.95,1.91,8.65,0.06,10.08,1.08,WestVirginia,0.7692307692307693,24,64.5,1.0,-115,Big 12,18.0,10.0,3.0,4.01,5.56,9.57,78.75,-26.0,13.69,1.2,9.33,0.18,10.77,1.04,0,64.5,66.0,-1.0,-1.0,-4,0,U
5718,11/12/2016,11,H,V,Oklahoma,0.8461538461538461,45,14.0,18.5,-1000,Big 12,5.0,11.0,2.0,14.64,0.34,14.98,92.54,-20.59,16.42,1.58,9.57,0.5,11.98,1.51,Baylor,0.5384615384615384,24,82.5,79.5,650,Big 12,67.0,7.0,6.0,2.67,0.34,3.01,80.58,-19.34,12.85,1.46,8.95,0.28,10.24,0.98,1,82.5,79.5,-14.0,-18.5,21,1,U
5719,11/12/2016,11,H,V,Nebraska,0.6923076923076923,24,8.0,6.5,-250,Big Ten ,67.0,9.0,4.0,-0.9,8.45,7.55,73.76,-23.01,12.37,1.42,8.42,0.34,9.65,1.45,MinnesotaU,0.6923076923076923,17,50.0,48.0,210,Big Ten ,67.0,9.0,4.0,4.0,4.65,8.65,76.61,-23.84,12.24,1.05,8.37,-0.74,9.4,0.74,1,50.0,48.0,-8.0,-6.5,7,1,U
5720,11/12/2016,11,H,V,GeorgiaState,0.25,23,12.0,12.5,-500,Sun Belt,67.0,3.0,9.0,-8.2,-1.17,-9.37,64.06,-15.49,11.98,0.64,7.25,0.6,9.22,1.21,ULMonroe,0.3333333333333333,37,54.0,52.0,400,Sun Belt,67.0,4.0,8.0,-4.42,-7.55,-11.97,68.45,-3.85,11.5,2.88,8.37,1.92,9.15,2.72,0,54.0,52.0,-12.0,-12.5,-14,0,O
5721,11/12/2016,11,H,V,Missouri,0.3333333333333333,26,1.0,4.0,-175,SEC ,67.0,4.0,8.0,0.19,-2.69,-2.5,81.02,-15.49,13.64,1.51,9.29,0.8,10.83,1.59,Vanderbilt,0.46153846153846156,17,50.0,53.0,155,SEC ,67.0,6.0,7.0,-2.05,5.26,3.21,72.09,-25.37,12.08,1.1,8.8,0.1,9.74,1.22,1,50.0,53.0,-1.0,-4.0,9,1,U
5722,11/12/2016,11,H,V,Memphis,0.6153846153846154,42,75.5,75.5,145,American ,67.0,8.0,5.0,3.28,-0.32,2.96,83.82,-19.42,13.64,0.88,8.57,0.87,10.53,1.47,SouthFlorida,0.8461538461538461,49,4.0,3.5,-165,American ,19.0,11.0,2.0,14.0,-6.16,7.83,90.21,-13.3,13.61,1.7,10.71,0.64,11.41,1.7,0,75.5,75.5,4.0,3.5,-7,0,O
5723,11/12/2016,11,H,V,Iowa,0.6153846153846154,14,50.0,51.0,1000,Big Ten ,67.0,8.0,5.0,-0.51,7.31,6.81,74.25,-26.71,12.12,1.29,8.89,0.14,9.72,1.15,Michigan,0.7692307692307693,13,17.5,24.0,-2000,Big Ten ,10.0,10.0,3.0,4.71,12.85,17.56,90.05,-32.85,13.18,0.34,9.31,-0.98,10.43,0.05,1,50.0,51.0,17.5,24.0,1,1,U
5724,11/12/2016,11,H,V,HoustonU,0.6923076923076923,30,24.0,26.0,-4000,American ,67.0,9.0,4.0,2.5,2.94,5.44,81.31,-23.49,12.76,1.14,7.63,-1.15,9.55,0.62,Tulane,0.3333333333333333,18,56.5,49.5,1400,American ,67.0,4.0,8.0,-5.62,-0.92,-6.54,70.55,-17.87,10.68,1.7,9.04,0.4,9.12,1.5,1,56.5,49.5,-24.0,-26.0,12,0,U
5725,11/12/2016,11,H,V,ArizonaU,0.25,24,57.5,60.5,650,Pac-12 ,67.0,3.0,9.0,1.01,-5.64,-4.63,74.42,-9.08,12.63,2.44,9.95,0.65,10.5,1.89,Colorado,0.7142857142857143,49,15.0,17.5,-1000,Pac-12 ,17.0,10.0,4.0,2.32,9.86,12.18,79.41,-28.17,13.12,0.03,8.33,-0.2,9.9,0.39,0,57.5,60.5,15.0,17.5,-25,0,O
5726,11/12/2016,11,H,V,UtahState,0.25,21,2.5,59.0,100,MWC ,67.0,3.0,9.0,-4.63,-1.35,-5.99,69.88,-15.63,11.42,0.97,9.29,0.21,9.75,1.07,NewMexico,0.6923076923076923,24,64.5,1.5,-120,MWC ,67.0,9.0,4.0,5.26,-6.47,-1.21,77.47,-10.77,12.43,3.09,10.33,0.81,10.53,2.43,0,64.5,59.0,2.5,1.5,-3,0,U
5727,11/12/2016,11,H,V,Nevada,0.4166666666666667,16,47.5,50.5,950,MWC ,67.0,5.0,7.0,-6.49,-3.21,-9.7,65.95,-13.44,11.97,3.13,8.28,2.05,9.42,2.74,SanDiegoState,0.7857142857142857,46,22.0,21.5,-1800,MWC ,25.0,11.0,3.0,-0.89,6.86,5.97,76.05,-23.78,12.83,1.54,9.49,-0.88,10.17,0.83,0,47.5,50.5,22.0,21.5,-30,0,O
5729,11/15/2016,11,H,V,BowlingGreen,0.3333333333333333,42,57.0,53.0,125,MAC ,67.0,4.0,8.0,-5.14,-5.44,-10.58,69.1,-5.9,11.44,3.5,8.47,0.45,9.36,2.18,KentState,0.25,7,2.5,2.5,-145,MAC ,67.0,3.0,9.0,-7.19,-1.93,-9.12,65.93,-15.88,11.03,1.31,8.68,0.22,9.13,1.07,1,57.0,53.0,2.5,2.5,35,1,U
5730,11/15/2016,11,H,V,CentralMichigan,0.46153846153846156,27,50.5,1.0,-120,MAC ,67.0,6.0,7.0,-4.7,-0.9,-5.6,70.47,-15.0,12.79,1.72,7.79,0.55,9.86,1.6,Ohio,0.5714285714285714,20,1.0,51.0,100,MAC ,67.0,8.0,6.0,-3.34,1.35,-1.99,68.13,-20.1,11.9,2.12,8.19,-0.79,9.43,1.16,1,50.5,51.0,-1.0,-1.0,7,1,U
5731,11/16/2016,11,H,V,Toledo,0.6923076923076923,37,21.0,20.5,-1600,MAC ,67.0,9.0,4.0,7.2,-2.26,4.94,82.66,-16.13,14.99,2.07,9.17,1.02,11.26,1.98,BallState,0.3333333333333333,19,63.5,68.5,900,MAC ,67.0,4.0,8.0,-3.5,-5.61,-9.11,69.48,-12.18,11.3,2.62,9.01,0.68,9.59,2.31,1,63.5,68.5,-21.0,-20.5,18,0,U
5732,11/16/2016,11,H,V,EasternMichigan,0.5384615384615384,24,63.5,62.5,100,MAC ,67.0,7.0,6.0,-1.73,-2.57,-4.3,72.43,-14.63,12.34,2.17,8.41,0.27,9.85,1.71,NoIllinois,0.4166666666666667,31,4.0,1.0,-120,MAC ,67.0,5.0,7.0,-0.94,-3.45,-4.39,73.18,-14.63,11.68,1.94,9.25,0.4,9.77,1.6,0,63.5,62.5,4.0,1.0,-7,0,U
5733,11/17/2016,11,H,V,HoustonU,0.6923076923076923,36,70.0,67.5,700,American ,67.0,9.0,4.0,2.5,2.94,5.44,81.31,-23.49,12.76,1.14,7.63,-1.15,9.55,0.62,Louisville,0.6923076923076923,10,14.0,17.5,-1100,ACC ,21.0,9.0,4.0,8.81,3.06,11.87,92.04,-22.2,14.05,1.41,10.77,-0.95,11.68,0.6,1,70.0,67.5,14.0,17.5,26,1,U
5734,11/17/2016,11,H,V,Troy,0.7692307692307693,3,8.0,10.0,-430,Sun Belt,67.0,10.0,3.0,1.63,2.48,4.1,77.3,-19.54,11.94,1.66,8.63,-0.13,9.73,1.29,ArkansasState,0.6153846153846154,35,54.0,53.5,360,Sun Belt,67.0,8.0,5.0,-3.46,2.9,-0.56,70.41,-20.29,13.06,1.9,7.41,-0.12,9.39,1.29,0,54.0,53.5,-8.0,-10.0,-32,0,U
5735,11/18/2016,11,H,V,CincinnatiU,0.3333333333333333,7,56.0,61.5,230,American ,67.0,4.0,8.0,-9.46,0.29,-9.17,65.2,-20.05,12.28,1.88,7.86,0.26,9.57,1.28,Memphis,0.6153846153846154,34,7.0,7.0,-270,American ,67.0,8.0,5.0,3.28,-0.32,2.96,83.82,-19.42,13.64,0.88,8.57,0.87,10.53,1.47,0,56.0,61.5,7.0,7.0,-27,0,U
5737,11/19/2016,11,H,V,BostonCollege,0.5384615384615384,30,7.0,8.0,-300,ACC ,67.0,7.0,6.0,-7.0,7.58,0.58,68.72,-21.37,11.76,1.31,7.9,-0.84,8.8,0.77,Connecticut,0.25,0,36.0,35.5,250,American ,67.0,3.0,9.0,-13.01,-0.3,-13.3,60.84,-17.71,11.71,2.29,7.68,0.03,9.06,1.73,1,36.0,35.5,-7.0,-8.0,30,1,U
5738,11/19/2016,11,H,V,AppalachianSt,0.7692307692307693,42,25.5,25.0,-4000,Sun Belt,67.0,10.0,3.0,-0.86,9.68,8.83,70.76,-25.81,11.91,0.77,9.79,0.2,10.15,1.05,ULMonroe,0.3333333333333333,17,54.0,51.5,1400,Sun Belt,67.0,4.0,8.0,-4.42,-7.55,-11.97,68.45,-3.85,11.5,2.88,8.37,1.92,9.15,2.72,1,54.0,51.5,-25.5,-25.0,25,0,O
5739,11/19/2016,11,H,V,Rice,0.25,44,1.5,2.5,-140,CUSA ,67.0,3.0,9.0,-3.89,-9.78,-13.67,69.15,-7.38,11.23,5.28,8.5,1.23,9.27,3.33,UTEP,0.3333333333333333,24,58.0,55.0,120,CUSA ,67.0,4.0,8.0,-6.45,-6.88,-13.33,67.46,-8.17,11.18,2.43,9.41,1.27,9.81,2.2,1,58.0,55.0,-1.5,-2.5,20,1,O
5740,11/19/2016,11,H,V,NCState,0.5384615384615384,13,49.5,51.5,125,ACC ,67.0,7.0,6.0,0.69,6.81,7.49,76.44,-26.5,13.38,1.07,8.66,-0.95,10.31,0.65,MiamiFlorida,0.6923076923076923,27,3.0,2.5,-145,ACC ,20.0,9.0,4.0,3.39,9.96,13.36,82.99,-29.58,13.75,0.37,9.03,-0.98,10.82,0.28,0,49.5,51.5,3.0,2.5,-14,0,U
5741,11/19/2016,11,H,V,IowaState,0.25,66,77.5,76.5,150,Big 12,67.0,3.0,9.0,-3.46,-0.97,-4.43,74.74,-17.62,13.19,1.58,8.27,0.99,10.15,1.55,TexasTech,0.4166666666666667,10,3.0,3.5,-170,Big 12,67.0,5.0,7.0,12.46,-11.12,1.34,90.62,-6.0,13.89,2.68,7.31,1.68,10.8,2.55,1,77.5,76.5,3.0,3.5,56,1,U
5742,11/19/2016,11,H,V,Illinois,0.25,0,46.5,45.0,265,Big Ten ,67.0,3.0,9.0,-5.92,-1.83,-7.75,69.69,-15.34,11.39,1.97,9.18,0.61,9.72,1.49,Iowa,0.6153846153846154,28,11.5,8.0,-320,Big Ten ,67.0,8.0,5.0,-0.51,7.31,6.81,74.25,-26.71,12.12,1.29,8.89,0.14,9.72,1.15,0,46.5,45.0,11.5,8.0,-28,0,U
5743,11/19/2016,11,H,V,MinnesotaU,0.6923076923076923,29,47.5,47.0,100,Big Ten ,67.0,9.0,4.0,4.0,4.65,8.65,76.61,-23.84,12.24,1.05,8.37,-0.74,9.4,0.74,Northwestern,0.5384615384615384,12,1.0,1.0,-120,Big Ten ,67.0,7.0,6.0,0.48,4.98,5.46,75.16,-25.48,12.02,1.59,8.47,-0.35,9.64,1.26,1,47.5,47.0,1.0,1.0,17,1,U
5745,11/19/2016,11,H,V,PittsburghU,0.6153846153846154,56,8.0,7.5,-330,ACC ,67.0,8.0,5.0,15.3,-7.17,8.12,90.73,-13.83,14.39,1.9,9.86,-0.49,11.12,1.53,Duke,0.3333333333333333,14,63.0,60.5,270,ACC ,67.0,4.0,8.0,-3.03,1.67,-1.36,73.35,-21.42,12.19,3.04,8.62,0.01,9.73,1.82,1,63.0,60.5,-8.0,-7.5,42,1,O
5746,11/19/2016,11,H,V,TexasA&M,0.6153846153846154,23,26.0,25.5,-3000,SEC ,67.0,8.0,5.0,5.4,3.37,8.77,84.98,-23.89,12.69,1.54,10.28,-0.1,10.89,1.1,TexSanAntonio,0.46153846153846156,10,57.5,56.0,1200,CUSA ,67.0,6.0,7.0,-3.47,-0.45,-3.92,69.76,-18.3,11.78,2.36,7.97,-0.08,9.13,1.45,1,57.5,56.0,-26.0,-25.5,13,0,U
5747,11/19/2016,11,H,V,Nebraska,0.6923076923076923,28,14.5,13.0,-500,Big Ten ,67.0,9.0,4.0,-0.9,8.45,7.55,73.76,-23.01,12.37,1.42,8.42,0.34,9.65,1.45,Maryland,0.46153846153846156,7,51.0,49.5,400,Big Ten ,67.0,6.0,7.0,-1.82,1.89,0.07,74.0,-16.62,12.43,1.98,9.36,0.93,10.14,1.8,1,51.0,49.5,-14.5,-13.0,21,1,U
5748,11/19/2016,11,H,V,WestVirginia,0.7692307692307693,28,67.0,62.5,150,Big 12,18.0,10.0,3.0,4.01,5.56,9.57,78.75,-26.0,13.69,1.2,9.33,0.18,10.77,1.04,Oklahoma,0.8461538461538461,56,3.0,3.5,-170,Big 12,5.0,11.0,2.0,14.64,0.34,14.98,92.54,-20.59,16.42,1.58,9.57,0.5,11.98,1.51,0,67.0,62.5,3.0,3.5,-28,0,O
5749,11/19/2016,11,H,V,Charlotte,0.3333333333333333,31,63.0,54.5,160,CUSA ,67.0,4.0,8.0,-6.5,-6.01,-12.51,67.25,-9.88,10.19,2.51,8.54,0.1,8.89,1.94,MiddleTennSt,0.6153846153846154,38,4.5,4.0,-180,CUSA ,67.0,8.0,5.0,6.22,-11.74,-5.53,81.06,-7.31,12.32,1.83,10.1,0.51,10.82,1.48,0,63.0,54.5,4.5,4.0,-7,0,O
5750,11/19/2016,11,H,V,BYU,0.6923076923076923,51,31.0,28.0,-7500,Ind,67.0,9.0,4.0,0.11,6.39,6.5,74.98,-25.58,11.59,2.08,9.03,-0.7,9.64,1.2,Massachusetts,0.16666666666666666,9,53.0,54.0,3250,Ind,67.0,2.0,10.0,-3.73,-8.21,-11.94,69.5,-8.61,12.38,3.09,7.71,0.65,9.66,2.18,1,53.0,54.0,-31.0,-28.0,42,1,O
5751,11/19/2016,11,H,V,Georgia,0.6153846153846154,35,21.5,21.0,-2000,SEC ,67.0,8.0,5.0,0.35,3.29,3.64,74.16,-23.7,12.25,1.18,9.0,-0.44,9.93,0.78,ULLafayette,0.46153846153846156,21,44.0,44.5,1000,Sun Belt,67.0,6.0,7.0,-5.43,-0.75,-6.18,66.55,-16.05,11.73,2.51,7.93,-0.26,8.92,1.59,1,44.0,44.5,-21.5,-21.0,14,0,O
5752,11/19/2016,11,H,V,Wyoming,0.5714285714285714,34,59.5,53.5,280,MWC ,67.0,8.0,6.0,9.04,-7.68,1.37,81.23,-10.56,13.59,2.84,8.94,0.89,10.19,2.45,SanDiegoState,0.7857142857142857,33,7.5,9.5,-340,MWC ,25.0,11.0,3.0,-0.89,6.86,5.97,76.05,-23.78,12.83,1.54,9.49,-0.88,10.17,0.83,1,59.5,53.5,7.5,9.5,1,1,O
5753,11/19/2016,11,H,V,ColoradoState,0.5384615384615384,49,4.5,6.5,-260,MWC ,67.0,7.0,6.0,5.18,-2.66,2.52,80.23,-14.18,14.07,3.02,9.63,0.78,10.87,2.16,NewMexico,0.6923076923076923,31,61.5,62.0,220,MWC ,67.0,9.0,4.0,5.26,-6.47,-1.21,77.47,-10.77,12.43,3.09,10.33,0.81,10.53,2.43,1,61.5,62.0,-4.5,-6.5,18,1,O
5754,11/19/2016,11,H,V,Michigan,0.7692307692307693,20,25.5,24.0,-2000,Big Ten ,10.0,10.0,3.0,4.71,12.85,17.56,90.05,-32.85,13.18,0.34,9.31,-0.98,10.43,0.05,Indiana,0.46153846153846156,10,53.5,51.0,1000,Big Ten ,67.0,6.0,7.0,2.15,-0.77,1.38,74.18,-18.48,13.27,1.92,8.0,-0.35,9.88,1.09,1,53.5,51.0,-25.5,-24.0,10,0,U
5755,11/19/2016,11,H,V,NotreDame,0.3333333333333333,31,1.0,1.0,-120,Ind,67.0,4.0,8.0,5.46,-1.19,4.27,81.03,-19.06,13.22,1.65,8.93,-0.17,10.42,1.03,VirginiaTech,0.7142857142857143,34,56.0,52.0,100,ACC ,16.0,10.0,4.0,4.26,6.74,11.0,82.68,-26.8,13.57,0.47,8.37,-0.51,10.02,0.45,0,56.0,52.0,-1.0,-1.0,-3,0,O
5756,11/19/2016,11,H,V,Baylor,0.5384615384615384,21,59.5,2.5,-140,Big 12,67.0,7.0,6.0,2.67,0.34,3.01,80.58,-19.34,12.85,1.46,8.95,0.28,10.24,0.98,KansasState,0.6923076923076923,42,2.5,59.0,120,Big 12,67.0,9.0,4.0,1.7,6.39,8.09,78.76,-26.78,11.92,1.72,9.27,-0.37,9.99,1.26,0,59.5,59.0,-2.5,-2.5,-21,0,O
5757,11/19/2016,11,H,V,GeorgiaTech,0.6923076923076923,31,10.5,10.5,-450,ACC ,67.0,9.0,4.0,3.28,3.85,7.13,78.04,-23.59,16.22,1.37,10.13,0.53,11.07,1.5,Virginia,0.16666666666666666,17,54.5,54.0,375,ACC ,67.0,2.0,10.0,-4.34,-3.91,-8.25,70.74,-14.82,11.42,2.55,8.07,0.35,9.27,1.83,1,54.5,54.0,-10.5,-10.5,14,1,U
5758,11/19/2016,11,H,V,Syracuse,0.3333333333333333,14,58.5,66.0,1100,ACC ,67.0,4.0,8.0,0.08,-4.59,-4.51,75.51,-11.9,13.17,3.11,8.12,1.07,10.15,2.47,FloridaState,0.7692307692307693,45,20.5,23.0,-2500,ACC ,8.0,10.0,3.0,9.49,5.52,15.01,86.38,-26.13,14.07,1.34,9.88,-0.71,11.22,0.73,0,58.5,66.0,20.5,23.0,-31,0,U
5759,11/19/2016,11,H,V,Vanderbilt,0.46153846153846156,38,51.5,50.5,300,SEC ,67.0,6.0,7.0,-2.05,5.26,3.21,72.09,-25.37,12.08,1.1,8.8,0.1,9.74,1.22,Mississippi,0.4166666666666667,17,9.5,9.5,-360,SEC ,67.0,5.0,7.0,9.15,-4.41,4.74,85.25,-16.11,13.67,1.72,8.98,0.61,10.81,1.55,1,51.5,50.5,9.5,9.5,21,1,O
5760,11/19/2016,11,H,V,NewMexicoState,0.25,50,9.0,9.5,-320,Sun Belt,67.0,3.0,9.0,-4.52,-8.36,-12.88,68.52,-3.72,11.31,3.52,8.51,1.32,9.35,2.69,TexasState,0.16666666666666666,10,67.0,67.0,265,Sun Belt,67.0,2.0,10.0,-9.6,-9.26,-18.86,63.0,-0.99,11.47,3.09,6.52,1.36,8.36,2.47,1,67.0,67.0,-9.0,-9.5,40,1,U
5761,11/19/2016,11,H,V,OregonState,0.3333333333333333,42,7.0,3.0,-160,Pac-12 ,67.0,4.0,8.0,0.5,1.02,1.53,74.16,-18.2,11.67,0.73,9.55,1.19,9.97,1.4,ArizonaU,0.25,17,63.0,59.5,140,Pac-12 ,67.0,3.0,9.0,1.01,-5.64,-4.63,74.42,-9.08,12.63,2.44,9.95,0.65,10.5,1.89,1,63.0,59.5,-7.0,-3.0,25,1,U
5762,11/19/2016,11,H,V,WashingtonU,0.8571428571428571,44,25.0,26.0,-4000,Pac-12 ,4.0,12.0,2.0,7.59,12.39,19.98,88.28,-30.64,14.32,0.46,9.4,-0.63,11.02,0.34,ArizonaState,0.4166666666666667,18,68.5,62.5,1400,Pac-12 ,67.0,5.0,7.0,5.89,-8.49,-2.6,79.22,-10.25,12.84,3.23,7.46,0.95,9.47,2.68,1,68.5,62.5,-25.0,-26.0,26,0,U
5763,11/19/2016,11,H,V,Colorado,0.7142857142857143,38,3.5,5.5,-200,Pac-12 ,17.0,10.0,4.0,2.32,9.86,12.18,79.41,-28.17,13.12,0.03,8.33,-0.2,9.9,0.39,WashingtonState,0.6153846153846154,24,60.0,59.0,175,Pac-12 ,67.0,8.0,5.0,5.7,3.33,9.03,84.22,-21.44,12.72,2.45,8.5,0.07,10.41,1.82,1,60.0,59.0,-3.5,-5.5,14,1,O
5764,11/19/2016,11,H,V,California,0.4166666666666667,31,62.0,60.5,300,Pac-12 ,67.0,5.0,7.0,12.42,-10.0,2.42,85.02,-5.51,12.47,1.98,8.76,1.94,10.28,2.35,Stanford,0.7692307692307693,45,11.5,10.0,-360,Pac-12 ,12.0,10.0,3.0,0.01,12.54,12.54,73.09,-29.29,12.22,1.18,9.33,-0.15,10.03,0.92,0,62.0,60.5,11.5,10.0,-14,0,O
5765,11/19/2016,11,H,V,NorthTexas,0.38461538461538464,29,59.5,58.5,200,CUSA ,67.0,5.0,8.0,-4.76,-5.57,-10.33,68.88,-12.56,11.06,2.24,8.39,1.15,9.21,1.94,SouthernMiss,0.5384615384615384,23,5.5,6.0,-240,CUSA ,67.0,7.0,6.0,-0.02,-3.71,-3.73,76.44,-13.62,12.89,2.61,8.54,0.42,10.09,1.76,1,59.5,58.5,5.5,6.0,6,1,U
5766,11/19/2016,11,H,V,FloridaAtlantic,0.25,24,63.0,61.0,280,CUSA ,67.0,3.0,9.0,-4.18,-10.42,-14.6,69.14,-4.45,11.67,4.35,9.04,1.22,9.67,2.81,OldDominion,0.7692307692307693,42,8.0,8.5,-340,CUSA ,67.0,10.0,3.0,3.52,-2.41,1.11,77.74,-14.75,12.92,2.27,9.32,0.12,10.38,1.48,0,63.0,61.0,8.0,8.5,-18,0,O
5768,11/19/2016,11,H,V,FloridaIntl,0.3333333333333333,31,58.0,53.5,125,CUSA ,67.0,4.0,8.0,-6.88,-5.94,-12.82,65.06,-10.01,11.49,2.76,8.42,1.13,9.44,2.19,Marshall,0.25,14,2.0,2.5,-145,CUSA ,67.0,3.0,9.0,-9.24,-4.36,-13.59,67.37,-11.84,11.45,2.96,7.5,0.55,9.04,2.0,1,58.0,53.5,2.0,2.5,17,1,U
5770,11/19/2016,11,H,V,FresnoState,0.08333333333333333,13,57.0,54.5,130,MWC ,67.0,1.0,11.0,-12.31,-1.94,-14.26,60.61,-14.4,11.3,1.79,7.09,0.7,8.58,1.56,Hawaii,0.5,14,1.5,3.0,-150,MWC ,67.0,7.0,7.0,-1.79,-4.65,-6.44,70.46,-7.94,12.28,2.68,8.8,1.05,9.96,2.23,0,57.0,54.5,1.5,3.0,-1,1,U
5771,11/19/2016,11,H,V,SMU,0.4166666666666667,27,74.5,73.0,400,American ,67.0,5.0,7.0,-1.42,-3.42,-4.84,73.53,-13.21,12.46,1.5,8.2,0.79,9.74,1.68,SouthFlorida,0.8461538461538461,35,14.0,12.5,-500,American ,19.0,11.0,2.0,14.0,-6.16,7.83,90.21,-13.3,13.61,1.7,10.71,0.64,11.41,1.7,0,74.5,73.0,14.0,12.5,-8,1,U
5772,11/19/2016,11,H,V,CentralFlorida,0.46153846153846156,20,65.5,1.5,-130,American ,67.0,6.0,7.0,-1.67,1.66,-0.01,75.39,-21.11,11.54,0.84,7.76,-0.13,8.98,0.73,Tulsa,0.7692307692307693,35,2.5,64.5,110,American ,67.0,10.0,3.0,11.07,-4.16,6.91,88.48,-14.89,13.2,1.41,9.24,0.65,10.4,1.57,0,65.5,64.5,-2.5,-1.5,-15,0,U
5773,11/19/2016,11,H,V,Tulane,0.3333333333333333,0,51.0,43.0,450,American ,67.0,4.0,8.0,-5.62,-0.92,-6.54,70.55,-17.87,10.68,1.7,9.04,0.4,9.12,1.5,Temple,0.7142857142857143,31,15.5,14.5,-600,American ,67.0,10.0,4.0,2.0,6.96,8.97,78.15,-26.73,13.67,0.92,8.6,-0.5,10.19,0.61,0,51.0,43.0,15.5,14.5,-31,0,U
5774,11/19/2016,11,H,V,MichiganState,0.25,16,59.0,49.0,800,Big Ten ,67.0,3.0,9.0,-1.21,-0.58,-1.79,74.72,-20.21,12.9,2.22,9.02,-0.1,10.24,1.38,OhioState,0.8461538461538461,17,21.5,20.0,-1400,Big Ten ,6.0,11.0,2.0,3.69,15.13,18.82,88.76,-34.26,12.41,-0.15,9.94,-0.71,10.47,0.1,0,59.0,49.0,21.5,20.0,-1,1,U
5775,11/19/2016,11,H,V,Kansas,0.16666666666666666,24,62.0,62.5,1100,Big 12,67.0,2.0,10.0,-9.16,-1.49,-10.65,67.96,-12.97,11.68,1.43,7.66,1.14,9.27,1.48,Texas,0.4166666666666667,21,22.5,23.0,-2500,Big 12,67.0,5.0,7.0,3.16,-1.41,1.75,77.22,-18.59,12.95,1.91,8.65,0.06,10.08,1.08,1,62.0,62.5,22.5,23.0,3,1,U
